orderid,customerid,employeeid,employee,orderdate,orderyear,duedate,shippeddate,saleamount,productid,unitprice,quantity,percentdiscount
10549,QUICK,5,Steven Buchanan,5/27/20,2020,6/10/20,5/30/20,687.5,31,12.5,55,15
10549,QUICK,5,Steven Buchanan,5/27/20,2020,6/10/20,5/30/20,950,45,9.5,100,15
10549,QUICK,5,Steven Buchanan,5/27/20,2020,6/10/20,5/30/20,2544,51,53,48,15
10550,GODOS,7,Robert King,5/28/20,2020,6/25/20,6/6/20,312,17,39,8,10
10550,GODOS,7,Robert King,5/28/20,2020,6/25/20,6/6/20,92,19,9.2,10,0
10550,GODOS,7,Robert King,5/28/20,2020,6/25/20,6/6/20,60,21,10,6,10
10550,GODOS,7,Robert King,5/28/20,2020,6/25/20,6/6/20,285,61,28.5,10,10
10551,FURIB,4,Margaret Peacock,5/28/20,2020,7/9/20,6/6/20,698,16,17.45,40,15
10551,FURIB,4,Margaret Peacock,5/28/20,2020,7/9/20,6/6/20,360,35,18,20,15
10551,FURIB,4,Margaret Peacock,5/28/20,2020,7/9/20,6/6/20,778,44,19.45,40,0
10552,HILAA,2,Andrew Fuller,5/29/20,2020,6/26/20,6/5/20,648,69,36,18,0
10552,HILAA,2,Andrew Fuller,5/29/20,2020,6/26/20,6/5/20,232.5,75,7.75,30,0
10553,WARTH,2,Andrew Fuller,5/30/20,2020,6/27/20,6/3/20,315,11,21,15,0
10553,WARTH,2,Andrew Fuller,5/30/20,2020,6/27/20,6/3/20,244.3,16,17.45,14,0
10553,WARTH,2,Andrew Fuller,5/30/20,2020,6/27/20,6/3/20,504,22,21,24,0
10553,WARTH,2,Andrew Fuller,5/30/20,2020,6/27/20,6/3/20,375,31,12.5,30,0
10553,WARTH,2,Andrew Fuller,5/30/20,2020,6/27/20,6/3/20,108,35,18,6,0
10554,OTTIK,4,Margaret Peacock,5/30/20,2020,6/27/20,6/5/20,523.5,16,17.45,30,5
10554,OTTIK,4,Margaret Peacock,5/30/20,2020,6/27/20,6/5/20,180,23,9,20,5
10554,OTTIK,4,Margaret Peacock,5/30/20,2020,6/27/20,6/5/20,986,62,49.3,20,5
10554,OTTIK,4,Margaret Peacock,5/30/20,2020,6/27/20,6/5/20,130,77,13,10,5
10555,SAVEA,6,Michael Suyama,6/2/20,2020,6/30/20,6/4/20,697.5,14,23.25,30,20
10555,SAVEA,6,Michael Suyama,6/2/20,2020,6/30/20,6/4/20,322,19,9.2,35,20
10555,SAVEA,6,Michael Suyama,6/2/20,2020,6/30/20,6/4/20,81,24,4.5,18,20
10555,SAVEA,6,Michael Suyama,6/2/20,2020,6/30/20,6/4/20,1060,51,53,20,20
10555,SAVEA,6,Michael Suyama,6/2/20,2020,6/30/20,6/4/20,1520,56,38,40,20
10556,SIMOB,2,Andrew Fuller,6/3/20,2020,7/15/20,6/13/20,835.2,72,34.8,24,0
10557,LEHMS,9,Anne Dodsworth,6/3/20,2020,6/17/20,6/6/20,997.5,64,33.25,30,0
10557,LEHMS,9,Anne Dodsworth,6/3/20,2020,6/17/20,6/6/20,155,75,7.75,20,0
10558,AROUT,1,Nancy Davolio,6/4/20,2020,7/2/20,6/10/20,237.5,47,9.5,25,0
10558,AROUT,1,Nancy Davolio,6/4/20,2020,7/2/20,6/10/20,1060,51,53,20,0
10558,AROUT,1,Nancy Davolio,6/4/20,2020,7/2/20,6/10/20,210,52,7,30,0
10558,AROUT,1,Nancy Davolio,6/4/20,2020,7/2/20,6/10/20,590.4,53,32.8,18,0
10558,AROUT,1,Nancy Davolio,6/4/20,2020,7/2/20,6/10/20,45,73,15,3,0
10559,BLONP,6,Michael Suyama,6/5/20,2020,7/3/20,6/13/20,115.8,41,9.65,12,5
10559,BLONP,6,Michael Suyama,6/5/20,2020,7/3/20,6/13/20,432,55,24,18,5
10560,FRANK,8,Laura Callahan,6/6/20,2020,7/4/20,6/9/20,517.8,30,25.89,20,0
10560,FRANK,8,Laura Callahan,6/6/20,2020,7/4/20,6/9/20,739.5,62,49.3,15,25
10561,FOLKO,2,Andrew Fuller,6/6/20,2020,7/4/20,6/9/20,194.5,44,19.45,10,0
10561,FOLKO,2,Andrew Fuller,6/6/20,2020,7/4/20,6/9/20,2650,51,53,50,0
10562,REGGC,1,Nancy Davolio,6/9/20,2020,7/7/20,6/12/20,50,33,2.5,20,10
10562,REGGC,1,Nancy Davolio,6/9/20,2020,7/7/20,6/12/20,493,62,49.3,10,10
10563,RICAR,2,Andrew Fuller,6/10/20,2020,7/22/20,6/24/20,475,36,19,25,0
10563,RICAR,2,Andrew Fuller,6/10/20,2020,7/22/20,6/24/20,490,52,7,70,0
10564,RATTC,4,Margaret Peacock,6/10/20,2020,7/8/20,6/16/20,624,17,39,16,5
10564,RATTC,4,Margaret Peacock,6/10/20,2020,7/8/20,6/16/20,75,31,12.5,6,5
10564,RATTC,4,Margaret Peacock,6/10/20,2020,7/8/20,6/16/20,600,55,24,25,5
10565,MEREP,8,Laura Callahan,6/11/20,2020,7/9/20,6/18/20,112.5,24,4.5,25,10
10565,MEREP,8,Laura Callahan,6/11/20,2020,7/9/20,6/18/20,598.5,64,33.25,18,10
10566,BLONP,9,Anne Dodsworth,6/12/20,2020,7/10/20,6/18/20,735,11,21,35,15
10566,BLONP,9,Anne Dodsworth,6/12/20,2020,7/10/20,6/18/20,1125,18,62.5,18,15
10566,BLONP,9,Anne Dodsworth,6/12/20,2020,7/10/20,6/18/20,180,76,18,10,0
10567,HUNGO,1,Nancy Davolio,6/12/20,2020,7/10/20,6/17/20,750,31,12.5,60,20
10567,HUNGO,1,Nancy Davolio,6/12/20,2020,7/10/20,6/17/20,159,51,53,3,0
10567,HUNGO,1,Nancy Davolio,6/12/20,2020,7/10/20,6/17/20,2200,59,55,40,20
10568,GALED,3,Janet Leverling,6/13/20,2020,7/11/20,7/9/20,155,10,31,5,0
10569,RATTC,5,Steven Buchanan,6/16/20,2020,7/14/20,7/11/20,437.5,31,12.5,35,20
10569,RATTC,5,Steven Buchanan,6/16/20,2020,7/14/20,7/11/20,540,76,18,30,0
10570,MEREP,3,Janet Leverling,6/17/20,2020,7/15/20,6/19/20,315,11,21,15,5
10570,MEREP,3,Janet Leverling,6/17/20,2020,7/15/20,6/19/20,2280,56,38,60,5
10571,ERNSH,8,Laura Callahan,6/17/20,2020,7/29/20,7/4/20,255.75,14,23.25,11,15
10571,ERNSH,8,Laura Callahan,6/17/20,2020,7/29/20,7/4/20,392,42,14,28,15
10572,BERGS,3,Janet Leverling,6/18/20,2020,7/16/20,6/25/20,209.4,16,17.45,12,10
10572,BERGS,3,Janet Leverling,6/18/20,2020,7/16/20,6/25/20,320,32,32,10,10
10572,BERGS,3,Janet Leverling,6/18/20,2020,7/16/20,6/25/20,920,40,18.4,50,0
10572,BERGS,3,Janet Leverling,6/18/20,2020,7/16/20,6/25/20,116.25,75,7.75,15,10
10573,ANTON,7,Robert King,6/19/20,2020,7/17/20,6/20/20,702,17,39,18,0
10573,ANTON,7,Robert King,6/19/20,2020,7/17/20,6/20/20,560,34,14,40,0
10573,ANTON,7,Robert King,6/19/20,2020,7/17/20,6/20/20,820,53,32.8,25,0
10574,TRAIH,4,Margaret Peacock,6/19/20,2020,7/17/20,6/30/20,35,33,2.5,14,0
10574,TRAIH,4,Margaret Peacock,6/19/20,2020,7/17/20,6/30/20,36.8,40,18.4,2,0
10574,TRAIH,4,Margaret Peacock,6/19/20,2020,7/17/20,6/30/20,493,62,49.3,10,0
10574,TRAIH,4,Margaret Peacock,6/19/20,2020,7/17/20,6/30/20,199.5,64,33.25,6,0
10575,MORGK,5,Steven Buchanan,6/20/20,2020,7/4/20,6/30/20,660,59,55,12,0
10575,MORGK,5,Steven Buchanan,6/20/20,2020,7/4/20,6/30/20,263.4,63,43.9,6,0
10575,MORGK,5,Steven Buchanan,6/20/20,2020,7/4/20,6/30/20,1044,72,34.8,30,0
10575,MORGK,5,Steven Buchanan,6/20/20,2020,7/4/20,6/30/20,180,76,18,10,0
10576,TORTU,3,Janet Leverling,6/23/20,2020,7/7/20,6/30/20,180,1,18,10,0
10576,TORTU,3,Janet Leverling,6/23/20,2020,7/7/20,6/30/20,250,31,12.5,20,0
10576,TORTU,3,Janet Leverling,6/23/20,2020,7/7/20,6/30/20,408.45,44,19.45,21,0
10577,TRAIH,9,Anne Dodsworth,6/23/20,2020,8/4/20,6/30/20,180,39,18,10,0
10577,TRAIH,9,Anne Dodsworth,6/23/20,2020,8/4/20,6/30/20,155,75,7.75,20,0
10577,TRAIH,9,Anne Dodsworth,6/23/20,2020,8/4/20,6/30/20,234,77,13,18,0
10578,BSBEV,4,Margaret Peacock,6/24/20,2020,7/22/20,7/25/20,360,35,18,20,0
10578,BSBEV,4,Margaret Peacock,6/24/20,2020,7/22/20,7/25/20,117,57,19.5,6,0
10579,LETSS,1,Nancy Davolio,6/25/20,2020,7/23/20,7/4/20,155,15,15.5,10,0
10579,LETSS,1,Nancy Davolio,6/25/20,2020,7/23/20,7/4/20,162.75,75,7.75,21,0
10580,OTTIK,4,Margaret Peacock,6/26/20,2020,7/24/20,7/1/20,348.75,14,23.25,15,5
10580,OTTIK,4,Margaret Peacock,6/26/20,2020,7/24/20,7/1/20,86.85,41,9.65,9,5
10580,OTTIK,4,Margaret Peacock,6/26/20,2020,7/24/20,7/1/20,631.5,65,21.05,30,5
10581,FAMIA,3,Janet Leverling,6/26/20,2020,7/24/20,7/2/20,387.5,75,7.75,50,20
10582,BLAUS,3,Janet Leverling,6/27/20,2020,7/25/20,7/14/20,78,57,19.5,4,0
10582,BLAUS,3,Janet Leverling,6/27/20,2020,7/25/20,7/14/20,252,76,18,14,0
10583,WARTH,2,Andrew Fuller,6/30/20,2020,7/28/20,7/4/20,1237.9,29,123.79,10,0
10583,WARTH,2,Andrew Fuller,6/30/20,2020,7/28/20,7/4/20,816,60,34,24,15
10583,WARTH,2,Andrew Fuller,6/30/20,2020,7/28/20,7/4/20,360,69,36,10,15
10584,BLONP,4,Margaret Peacock,6/30/20,2020,7/28/20,7/4/20,625,31,12.5,50,5
10585,WELLI,7,Robert King,7/1/20,2020,7/29/20,7/10/20,142.5,47,9.5,15,0
10586,REGGC,9,Anne Dodsworth,7/2/20,2020,7/30/20,7/9/20,28,52,7,4,15
10587,QUEDE,1,Nancy Davolio,7/2/20,2020,7/30/20,7/9/20,187.38,26,31.23,6,0
10587,QUEDE,1,Nancy Davolio,7/2/20,2020,7/30/20,7/9/20,360,35,18,20,0
10587,QUEDE,1,Nancy Davolio,7/2/20,2020,7/30/20,7/9/20,260,77,13,20,0
10588,QUICK,2,Andrew Fuller,7/3/20,2020,7/31/20,7/10/20,2500,18,62.5,40,20
10588,QUICK,2,Andrew Fuller,7/3/20,2020,7/31/20,7/10/20,1400,42,14,100,20
10589,GREAL,8,Laura Callahan,7/4/20,2020,8/1/20,7/14/20,72,35,18,4,0
10590,MEREP,4,Margaret Peacock,7/7/20,2020,8/4/20,7/14/20,360,1,18,20,0
10590,MEREP,4,Margaret Peacock,7/7/20,2020,8/4/20,7/14/20,780,77,13,60,5
10591,VAFFE,1,Nancy Davolio,7/7/20,2020,7/21/20,7/16/20,140,3,10,14,0
10591,VAFFE,1,Nancy Davolio,7/7/20,2020,7/21/20,7/16/20,300,7,30,10,0
10591,VAFFE,1,Nancy Davolio,7/7/20,2020,7/21/20,7/16/20,372.5,54,7.45,50,0
10592,LEHMS,3,Janet Leverling,7/8/20,2020,8/5/20,7/16/20,387.5,15,15.5,25,5
10592,LEHMS,3,Janet Leverling,7/8/20,2020,8/5/20,7/16/20,156.15,26,31.23,5,5
10593,LEHMS,7,Robert King,7/9/20,2020,8/6/20,8/13/20,1701,20,81,21,20
10593,LEHMS,7,Robert King,7/9/20,2020,8/6/20,8/13/20,720,69,36,20,20
10593,LEHMS,7,Robert King,7/9/20,2020,8/6/20,8/13/20,72,76,18,4,20
10594,OLDWO,3,Janet Leverling,7/9/20,2020,8/6/20,7/16/20,168,52,7,24,0
10594,OLDWO,3,Janet Leverling,7/9/20,2020,8/6/20,7/16/20,397.5,58,13.25,30,0
10595,ERNSH,2,Andrew Fuller,7/10/20,2020,8/7/20,7/14/20,540,35,18,30,25
10595,ERNSH,2,Andrew Fuller,7/10/20,2020,8/7/20,7/14/20,3420,61,28.5,120,25
10595,ERNSH,2,Andrew Fuller,7/10/20,2020,8/7/20,7/14/20,2340,69,36,65,25
10596,WHITC,8,Laura Callahan,7/11/20,2020,8/8/20,8/12/20,190,56,38,5,20
10596,WHITC,8,Laura Callahan,7/11/20,2020,8/8/20,8/12/20,1053.6,63,43.9,24,20
10596,WHITC,8,Laura Callahan,7/11/20,2020,8/8/20,8/12/20,232.5,75,7.75,30,20
10597,PICCO,7,Robert King,7/11/20,2020,8/8/20,7/18/20,157.5,24,4.5,35,20
10597,PICCO,7,Robert King,7/11/20,2020,8/8/20,7/18/20,390,57,19.5,20,0
10597,PICCO,7,Robert King,7/11/20,2020,8/8/20,7/18/20,252.6,65,21.05,12,20
10598,RATTC,1,Nancy Davolio,7/14/20,2020,8/11/20,7/18/20,2195,27,43.9,50,0
10598,RATTC,1,Nancy Davolio,7/14/20,2020,8/11/20,7/18/20,193.5,71,21.5,9,0
10599,BSBEV,6,Michael Suyama,7/15/20,2020,8/26/20,7/21/20,493,62,49.3,10,0
10600,HUNGC,4,Margaret Peacock,7/16/20,2020,8/13/20,7/21/20,29.8,54,7.45,4,0
10600,HUNGC,4,Margaret Peacock,7/16/20,2020,8/13/20,7/21/20,450,73,15,30,0
10601,HILAA,7,Robert King,7/16/20,2020,8/27/20,7/22/20,360,13,6,60,0
10601,HILAA,7,Robert King,7/16/20,2020,8/27/20,7/22/20,1925,59,55,35,0
10602,VAFFE,8,Laura Callahan,7/17/20,2020,8/14/20,7/22/20,65,77,13,5,25
10603,SAVEA,8,Laura Callahan,7/18/20,2020,8/15/20,8/8/20,1008,22,21,48,0
10603,SAVEA,8,Laura Callahan,7/18/20,2020,8/15/20,8/8/20,500,49,20,25,5
10604,FURIB,1,Nancy Davolio,7/18/20,2020,8/15/20,7/29/20,76.5,48,12.75,6,10
10604,FURIB,1,Nancy Davolio,7/18/20,2020,8/15/20,7/29/20,180,76,18,10,10
10605,MEREP,1,Nancy Davolio,7/21/20,2020,8/18/20,7/29/20,523.5,16,17.45,30,5
10605,MEREP,1,Nancy Davolio,7/21/20,2020,8/18/20,7/29/20,1100,59,55,20,5
10605,MEREP,1,Nancy Davolio,7/21/20,2020,8/18/20,7/29/20,2380,60,34,70,5
10605,MEREP,1,Nancy Davolio,7/21/20,2020,8/18/20,7/29/20,322.5,71,21.5,15,5
10606,TRADH,4,Margaret Peacock,7/22/20,2020,8/19/20,7/31/20,440,4,22,20,20
10606,TRADH,4,Margaret Peacock,7/22/20,2020,8/19/20,7/31/20,480,55,24,20,20
10606,TRADH,4,Margaret Peacock,7/22/20,2020,8/19/20,7/31/20,493,62,49.3,10,20
10607,SAVEA,5,Steven Buchanan,7/22/20,2020,8/19/20,7/25/20,1350,7,30,45,0
10607,SAVEA,5,Steven Buchanan,7/22/20,2020,8/19/20,7/25/20,3900,17,39,100,0
10607,SAVEA,5,Steven Buchanan,7/22/20,2020,8/19/20,7/25/20,35,33,2.5,14,0
10607,SAVEA,5,Steven Buchanan,7/22/20,2020,8/19/20,7/25/20,772.8,40,18.4,42,0
10607,SAVEA,5,Steven Buchanan,7/22/20,2020,8/19/20,7/25/20,417.6,72,34.8,12,0
10608,TOMSP,4,Margaret Peacock,7/23/20,2020,8/20/20,8/1/20,1064,56,38,28,0
10609,DUMON,7,Robert King,7/24/20,2020,8/21/20,7/30/20,54,1,18,3,0
10609,DUMON,7,Robert King,7/24/20,2020,8/21/20,7/30/20,310,10,31,10,0
10609,DUMON,7,Robert King,7/24/20,2020,8/21/20,7/30/20,60,21,10,6,0
10610,LAMAI,8,Laura Callahan,7/25/20,2020,8/22/20,8/6/20,399,36,19,21,25
10611,WOLZA,6,Michael Suyama,7/25/20,2020,8/22/20,8/1/20,108,1,18,6,0
10611,WOLZA,6,Michael Suyama,7/25/20,2020,8/22/20,8/1/20,190,2,19,10,0
10611,WOLZA,6,Michael Suyama,7/25/20,2020,8/22/20,8/1/20,510,60,34,15,0
10612,SAVEA,1,Nancy Davolio,7/28/20,2020,8/25/20,8/1/20,2170,10,31,70,0
10612,SAVEA,1,Nancy Davolio,7/28/20,2020,8/25/20,8/1/20,1045,36,19,55,0
10612,SAVEA,1,Nancy Davolio,7/28/20,2020,8/25/20,8/1/20,360,49,20,18,0
10612,SAVEA,1,Nancy Davolio,7/28/20,2020,8/25/20,8/1/20,1360,60,34,40,0
10612,SAVEA,1,Nancy Davolio,7/28/20,2020,8/25/20,8/1/20,1440,76,18,80,0
10613,HILAA,4,Margaret Peacock,7/29/20,2020,8/26/20,8/1/20,48,13,6,8,10
10613,HILAA,4,Margaret Peacock,7/29/20,2020,8/26/20,8/1/20,310,75,7.75,40,0
10614,BLAUS,8,Laura Callahan,7/29/20,2020,8/26/20,8/1/20,294,11,21,14,0
10614,BLAUS,8,Laura Callahan,7/29/20,2020,8/26/20,8/1/20,80,21,10,8,0
10614,BLAUS,8,Laura Callahan,7/29/20,2020,8/26/20,8/1/20,90,39,18,5,0
10615,WILMK,2,Andrew Fuller,7/30/20,2020,8/27/20,8/6/20,120,55,24,5,0
10616,GREAL,1,Nancy Davolio,7/31/20,2020,8/28/20,8/5/20,3952.5,38,263.5,15,5
10616,GREAL,1,Nancy Davolio,7/31/20,2020,8/28/20,8/5/20,532,56,38,14,0
10616,GREAL,1,Nancy Davolio,7/31/20,2020,8/28/20,8/5/20,225,70,15,15,5
10616,GREAL,1,Nancy Davolio,7/31/20,2020,8/28/20,8/5/20,322.5,71,21.5,15,5
10617,GREAL,4,Margaret Peacock,7/31/20,2020,8/28/20,8/4/20,1650,59,55,30,15
10618,MEREP,1,Nancy Davolio,8/1/20,2020,9/12/20,8/8/20,1750,6,25,70,0
10618,MEREP,1,Nancy Davolio,8/1/20,2020,9/12/20,8/8/20,760,56,38,20,0
10618,MEREP,1,Nancy Davolio,8/1/20,2020,9/12/20,8/8/20,187.5,68,12.5,15,0
10619,MEREP,3,Janet Leverling,8/4/20,2020,9/1/20,8/7/20,420,21,10,42,0
10619,MEREP,3,Janet Leverling,8/4/20,2020,9/1/20,8/7/20,840,22,21,40,0
10620,LAUGB,2,Andrew Fuller,8/5/20,2020,9/2/20,8/14/20,22.5,24,4.5,5,0
10620,LAUGB,2,Andrew Fuller,8/5/20,2020,9/2/20,8/14/20,35,52,7,5,0
10621,ISLAT,4,Margaret Peacock,8/5/20,2020,9/2/20,8/11/20,46,19,9.2,5,0
10621,ISLAT,4,Margaret Peacock,8/5/20,2020,9/2/20,8/11/20,90,23,9,10,0
10621,ISLAT,4,Margaret Peacock,8/5/20,2020,9/2/20,8/11/20,300,70,15,20,0
10621,ISLAT,4,Margaret Peacock,8/5/20,2020,9/2/20,8/11/20,322.5,71,21.5,15,0
10622,RICAR,4,Margaret Peacock,8/6/20,2020,9/3/20,8/11/20,380,2,19,20,0
10622,RICAR,4,Margaret Peacock,8/6/20,2020,9/3/20,8/11/20,225,68,12.5,18,20
10623,FRANK,8,Laura Callahan,8/7/20,2020,9/4/20,8/12/20,488.25,14,23.25,21,0
10623,FRANK,8,Laura Callahan,8/7/20,2020,9/4/20,8/12/20,138,19,9.2,15,10
10623,FRANK,8,Laura Callahan,8/7/20,2020,9/4/20,8/12/20,250,21,10,25,10
10623,FRANK,8,Laura Callahan,8/7/20,2020,9/4/20,8/12/20,13.5,24,4.5,3,0
10623,FRANK,8,Laura Callahan,8/7/20,2020,9/4/20,8/12/20,540,35,18,30,10
10624,THECR,4,Margaret Peacock,8/7/20,2020,9/4/20,8/19/20,456,28,45.6,10,0
10624,THECR,4,Margaret Peacock,8/7/20,2020,9/4/20,8/19/20,742.74,29,123.79,6,0
10624,THECR,4,Margaret Peacock,8/7/20,2020,9/4/20,8/19/20,194.5,44,19.45,10,0
10625,ANATR,3,Janet Leverling,8/8/20,2020,9/5/20,8/14/20,69.75,14,23.25,3,0
10625,ANATR,3,Janet Leverling,8/8/20,2020,9/5/20,8/14/20,70,42,14,5,0
10625,ANATR,3,Janet Leverling,8/8/20,2020,9/5/20,8/14/20,340,60,34,10,0
10626,BERGS,1,Nancy Davolio,8/11/20,2020,9/8/20,8/20/20,393.6,53,32.8,12,0
10626,BERGS,1,Nancy Davolio,8/11/20,2020,9/8/20,8/20/20,680,60,34,20,0
10626,BERGS,1,Nancy Davolio,8/11/20,2020,9/8/20,8/20/20,430,71,21.5,20,0
10627,SAVEA,8,Laura Callahan,8/11/20,2020,9/22/20,8/21/20,739.5,62,49.3,15,0
10627,SAVEA,8,Laura Callahan,8/11/20,2020,9/22/20,8/21/20,525,73,15,35,15
10628,BLONP,4,Margaret Peacock,8/12/20,2020,9/9/20,8/20/20,450,1,18,25,0
10629,GODOS,4,Margaret Peacock,8/12/20,2020,9/9/20,8/20/20,2475.8,29,123.79,20,0
10629,GODOS,4,Margaret Peacock,8/12/20,2020,9/9/20,8/20/20,299.25,64,33.25,9,0
10630,KOENE,1,Nancy Davolio,8/13/20,2020,9/10/20,8/19/20,288,55,24,12,5
10630,KOENE,1,Nancy Davolio,8/13/20,2020,9/10/20,8/19/20,630,76,18,35,0
10631,LAMAI,8,Laura Callahan,8/14/20,2020,9/11/20,8/15/20,62,75,7.75,8,10
10632,WANDK,8,Laura Callahan,8/14/20,2020,9/11/20,8/19/20,570,2,19,30,5
10632,WANDK,8,Laura Callahan,8/14/20,2020,9/11/20,8/19/20,50,33,2.5,20,5
10633,ERNSH,7,Robert King,8/15/20,2020,9/12/20,8/18/20,1368,12,38,36,15
10633,ERNSH,7,Robert King,8/15/20,2020,9/12/20,8/18/20,78,13,6,13,15
10633,ERNSH,7,Robert King,8/15/20,2020,9/12/20,8/18/20,1093.05,26,31.23,35,15
10633,ERNSH,7,Robert King,8/15/20,2020,9/12/20,8/18/20,3944,62,49.3,80,15
10634,FOLIG,4,Margaret Peacock,8/15/20,2020,9/12/20,8/21/20,1050,7,30,35,0
10634,FOLIG,4,Margaret Peacock,8/15/20,2020,9/12/20,8/21/20,3125,18,62.5,50,0
10634,FOLIG,4,Margaret Peacock,8/15/20,2020,9/12/20,8/21/20,795,51,53,15,0
10634,FOLIG,4,Margaret Peacock,8/15/20,2020,9/12/20,8/21/20,15.5,75,7.75,2,0
10635,MAGAA,8,Laura Callahan,8/18/20,2020,9/15/20,8/21/20,220,4,22,10,10
10635,MAGAA,8,Laura Callahan,8/18/20,2020,9/15/20,8/21/20,320.25,5,21.35,15,10
10635,MAGAA,8,Laura Callahan,8/18/20,2020,9/15/20,8/21/20,840,22,21,40,0
10636,WARTH,4,Margaret Peacock,8/19/20,2020,9/16/20,8/26/20,550,4,22,25,0
10636,WARTH,4,Margaret Peacock,8/19/20,2020,9/16/20,8/26/20,79.5,58,13.25,6,0
10637,QUEEN,6,Michael Suyama,8/19/20,2020,9/16/20,8/26/20,210,11,21,10,0
10637,QUEEN,6,Michael Suyama,8/19/20,2020,9/16/20,8/26/20,406.25,50,16.25,25,5
10637,QUEEN,6,Michael Suyama,8/19/20,2020,9/16/20,8/26/20,2280,56,38,60,5
10638,LINOD,3,Janet Leverling,8/20/20,2020,9/17/20,9/1/20,190,45,9.5,20,0
10638,LINOD,3,Janet Leverling,8/20/20,2020,9/17/20,9/1/20,442.05,65,21.05,21,0
10638,LINOD,3,Janet Leverling,8/20/20,2020,9/17/20,9/1/20,2088,72,34.8,60,0
10639,SANTG,7,Robert King,8/20/20,2020,9/17/20,8/27/20,500,18,62.5,8,0
10640,WANDK,4,Margaret Peacock,8/21/20,2020,9/18/20,8/28/20,720,69,36,20,25
10640,WANDK,4,Margaret Peacock,8/21/20,2020,9/18/20,8/28/20,225,70,15,15,25
10641,HILAA,4,Margaret Peacock,8/22/20,2020,9/19/20,8/26/20,950,2,19,50,0
10641,HILAA,4,Margaret Peacock,8/22/20,2020,9/19/20,8/26/20,1104,40,18.4,60,0
10642,SIMOB,7,Robert King,8/22/20,2020,9/19/20,9/5/20,300,21,10,30,20
10642,SIMOB,7,Robert King,8/22/20,2020,9/19/20,9/5/20,570,61,28.5,20,20
10643,ALFKI,6,Michael Suyama,8/25/20,2020,9/22/20,9/2/20,684,28,45.6,15,25
10643,ALFKI,6,Michael Suyama,8/25/20,2020,9/22/20,9/2/20,378,39,18,21,25
10643,ALFKI,6,Michael Suyama,8/25/20,2020,9/22/20,9/2/20,24,46,12,2,25
10644,WELLI,3,Janet Leverling,8/25/20,2020,9/22/20,9/1/20,250,18,62.5,4,10
10644,WELLI,3,Janet Leverling,8/25/20,2020,9/22/20,9/1/20,920,43,46,20,0
10644,WELLI,3,Janet Leverling,8/25/20,2020,9/22/20,9/1/20,252,46,12,21,10
10645,HANAR,4,Margaret Peacock,8/26/20,2020,9/23/20,9/2/20,1250,18,62.5,20,0
10645,HANAR,4,Margaret Peacock,8/26/20,2020,9/23/20,9/2/20,285,36,19,15,0
10646,HUNGO,9,Anne Dodsworth,8/27/20,2020,10/8/20,9/3/20,270,1,18,15,25
10646,HUNGO,9,Anne Dodsworth,8/27/20,2020,10/8/20,9/3/20,558,10,31,18,25
10646,HUNGO,9,Anne Dodsworth,8/27/20,2020,10/8/20,9/3/20,645,71,21.5,30,25
10646,HUNGO,9,Anne Dodsworth,8/27/20,2020,10/8/20,9/3/20,455,77,13,35,25
10647,QUEDE,4,Margaret Peacock,8/27/20,2020,9/10/20,9/3/20,276,19,9.2,30,0
10647,QUEDE,4,Margaret Peacock,8/27/20,2020,9/10/20,9/3/20,360,39,18,20,0
10648,RICAR,5,Steven Buchanan,8/28/20,2020,10/9/20,9/9/20,315,22,21,15,0
10648,RICAR,5,Steven Buchanan,8/28/20,2020,10/9/20,9/9/20,67.5,24,4.5,15,15
10649,MAISD,5,Steven Buchanan,8/28/20,2020,9/25/20,8/29/20,912,28,45.6,20,0
10649,MAISD,5,Steven Buchanan,8/28/20,2020,9/25/20,8/29/20,522,72,34.8,15,0
10650,FAMIA,5,Steven Buchanan,8/29/20,2020,9/26/20,9/3/20,776.7,30,25.89,30,0
10650,FAMIA,5,Steven Buchanan,8/29/20,2020,9/26/20,9/3/20,820,53,32.8,25,5
10650,FAMIA,5,Steven Buchanan,8/29/20,2020,9/26/20,9/3/20,223.5,54,7.45,30,0
10651,WANDK,8,Laura Callahan,9/1/20,2020,9/29/20,9/11/20,110.4,19,9.2,12,25
10651,WANDK,8,Laura Callahan,9/1/20,2020,9/29/20,9/11/20,420,22,21,20,25
10652,GOURL,4,Margaret Peacock,9/1/20,2020,9/29/20,9/8/20,51.78,30,25.89,2,25
10652,GOURL,4,Margaret Peacock,9/1/20,2020,9/29/20,9/8/20,280,42,14,20,0
10653,FRANK,1,Nancy Davolio,9/2/20,2020,9/30/20,9/19/20,523.5,16,17.45,30,10
10653,FRANK,1,Nancy Davolio,9/2/20,2020,9/30/20,9/19/20,680,60,34,20,10
10654,BERGS,5,Steven Buchanan,9/2/20,2020,9/30/20,9/11/20,264,4,22,12,10
10654,BERGS,5,Steven Buchanan,9/2/20,2020,9/30/20,9/11/20,360,39,18,20,10
10654,BERGS,5,Steven Buchanan,9/2/20,2020,9/30/20,9/11/20,44.7,54,7.45,6,10
10655,REGGC,1,Nancy Davolio,9/3/20,2020,10/1/20,9/11/20,193,41,9.65,20,20
10656,GREAL,6,Michael Suyama,9/4/20,2020,10/2/20,9/10/20,69.75,14,23.25,3,10
10656,GREAL,6,Michael Suyama,9/4/20,2020,10/2/20,9/10/20,544.6,44,19.45,28,10
